date,AvgSKEW,RV30,RV60,RV90,RP30,RP60,RP90,ATM30,ATM60,ATM90,ATM180,ATM270,ATM360,brent,CO1,CO3,CO6,RR_30,RR_60,RR_90,RR_180,CO31,CO63,CO61,logret
1.09.2015,132.5928571,55.79539429,47.40986518,43.51488228,11.47403065,4.311228816,1.665791371,44.32136364,43.09863636,41.84909091,37.99181818,34.96363636,32.25954545,49.74727273,48.80227273,50.42181818,52.49590909,-2.915454545,-3.469090909,-3.705,-3.922727273,1.619545455,2.074090909,3.693636364,-1.298141851
1.10.2015,132.8509091,41.6038577,49.25919511,45.80243212,2.512494064,10.78101329,7.876523029,39.09136364,38.47818182,37.92590909,35.13681818,32.54272727,30.12636364,50.39727273,49.23863636,50.56272727,52.54636364,-1.399090909,-2.169545455,-2.515454545,-2.901363636,1.324090909,1.983636364,3.307727273,6.583578593
1.11.2015,135.635,35.59641191,38.73757242,45.30490131,-3.366921423,-0.00290377,7.345853691,38.96333333,38.74047619,37.95904762,35.37142857,32.5247619,30.07095238,47.18619048,46.16809524,47.69952381,50.01619048,-1.201428571,-1.906666667,-2.181904762,-2.353809524,1.531428571,2.316666667,3.848095238,16.60435871
1.12.2015,135.4827273,36.75878851,36.41823371,38.09728388,-9.317401966,-7.553194861,-4.237954215,46.07619048,43.97142857,42.3352381,37.8847619,34.70238095,31.96857143,39.96714286,39.32666667,40.4747619,43.0447619,-2.788571429,-2.671904762,-2.647619048,-1.813333333,1.148095238,2.57,3.718095238,18.40781117
1.01.2016,135.2284211,50.0620485,44.11861135,41.50163383,-8.5504515,-11.72788865,-12.14636617,58.6125,55.8465,53.648,47.7365,43.105,39.266,33.2475,32.0525,33.3705,35.7075,-4.1395,-4.2305,-4.169,-3.096,1.318,2.337,3.655,-5.553665702
1.02.2016,121.3035,66.69463479,58.6372951,52.43718991,3.043206219,-1.83222871,-5.427571995,63.65142857,60.46952381,57.8647619,50.99238095,45.97333333,42.38952381,35.14619048,33.46857143,34.89857143,37.07952381,-4.661904762,-4.847142857,-4.882380952,-4.219047619,1.43,2.180952381,3.610952381,-15.27134694
1.03.2016,126.535,59.84967915,63.74086421,59.54569118,14.96831551,19.55586421,15.85205482,44.88136364,44.185,43.69363636,41.75136364,39.09727273,37.42772727,40.945,39.625,40.75727273,42.28727273,-3.86,-3.686363636,-3.513181818,-3.663181818,1.132272727,1.53,2.662272727,-6.431171036
1.04.2016,124.322381,45.75587362,53.30828074,58.32419178,3.223016477,11.41494741,16.91942988,42.53285714,41.89333333,41.4047619,40.83333333,39.37809524,38.05380952,43.6647619,42.93333333,43.30857143,44.37666667,-3.537619048,-3.365238095,-3.2,-3.702380952,0.375238095,1.068095238,1.443333333,-10.86428148
1.05.2016,124.7,44.63685325,45.31997482,50.64230429,5.376398705,6.508156638,11.57912247,39.26045455,38.81181818,39.06318182,39.26818182,39.43954545,38.12727273,48.67590909,47.57590909,48.42636364,49.35681818,-3.116818182,-3.834090909,-4.655454545,-5.870454545,0.850454545,0.930454545,1.780909091,-4.323990441
1.06.2016,136.3995455,32.43550507,39.03175304,41.52844657,-4.874949475,2.027207585,4.447992025,37.31045455,37.00454545,37.08045455,37.05227273,37.51,36.26954545,50.82681818,49.92772727,50.82772727,51.82636364,-5.525454545,-5.306363636,-5.037727273,-5.182727273,0.9,0.998636364,1.898636364,6.456148936
1.07.2016,127.3835,42.92372379,37.98907666,40.28426682,5.981819028,0.834790946,2.83474301,36.94190476,37.15428571,37.44952381,37.21047619,36.29428571,34.7652381,47.64904762,46.87857143,47.82380952,49.34142857,-4.976190476,-5.238571429,-5.27047619,-5.524761905,0.945238095,1.517619048,2.462857143,-0.504407146
1.08.2016,132.2834783,36.00894149,39.54515027,37.40625795,-0.104536771,2.457758966,-0.342872485,36.11347826,37.0873913,37.74913043,38.23173913,37.47869565,35.79608696,47.89,46.96,47.76869565,49.01347826,-3.930869565,-4.713043478,-5.04,-5.347826087,0.808695652,1.244782609,2.053478261,-0.960651217
1.09.2016,127.05,40.57322169,38.41611998,39.96248571,3.076403508,0.814301798,1.807031165,37.49681818,37.60181818,38.15545455,38.03318182,36.79227273,34.88409091,48.35227273,47.14863636,48.07090909,49.43272727,-4.065,-4.937727273,-5.469545455,-5.831363636,0.922272727,1.361818182,2.284090909,-8.650876063
1.10.2016,122.7390476,33.66210188,37.24050599,36.88756926,2.439720928,4.513363133,3.609950212,31.22238095,32.72714286,33.27761905,33.2147619,31.62952381,29.77666667,52.72142857,51.42380952,52.79333333,54.15428571,-3.418095238,-4.474285714,-5.28952381,-6.271904762,1.36952381,1.360952381,2.73047619,7.799050263
1.11.2016,127.5428571,34.41791928,34.07071775,36.30386662,-9.210717084,-7.732464068,-4.163406107,43.62863636,41.80318182,40.46727273,37.96318182,35.41,33.30090909,48.76590909,46.98,48.74772727,50.44454545,-4.363636364,-5.394545455,-5.918181818,-6.475909091,1.767727273,1.696818182,3.464545455,-14.29269259
1.12.2016,125.3385714,51.45674245,43.75685457,40.64550339,20.71055197,12.74352124,9.7250272,30.74619048,31.01333333,30.92047619,30.08428571,28.30238095,26.80714286,56.25857143,54.61380952,55.92238095,56.94428571,-4.547142857,-6.036666667,-6.851428571,-7.498095238,1.308571429,1.021904762,2.33047619,-0.744696526
1.01.2017,131.3555,27.83409394,41.28390697,39.05613146,-0.724996969,12.35436152,9.678404187,28.55909091,28.92954545,29.37772727,29.58045455,28.43363636,26.99363636,56.67909091,55.56090909,56.52636364,57.37863636,-4.178636364,-5.150909091,-5.835454545,-6.741363636,0.965454545,0.852272727,1.817727273,0.008100156
1.02.2017,134.8089474,23.78585525,26.05339401,36.51477745,-1.23764475,-0.29310599,8.66877745,25.0235,26.3465,27.846,28.2205,27.641,26.9395,56.6745,56.002,56.5455,56.8605,-2.583,-3.566,-4.3445,-5.6925,0.5435,0.315,0.8585,6.536035644
1.03.2017,140.0056522,31.0772341,27.94868206,28.29732931,3.228538448,-1.536535331,-1.388322864,27.84869565,29.48521739,29.68565217,28.98826087,28.31782609,27.79956522,53.08869565,52.65869565,53.10608696,53.4373913,-3.264347826,-4.183913043,-4.757391304,-5.310434783,0.447391304,0.331304348,0.778695652,-2.097904324
1.04.2017,138.1921053,20.90414415,27.10371298,26.04056903,-6.153750587,-0.942602809,-2.405220444,27.05789474,28.04631579,28.44578947,28.43368421,28.30315789,28.07631579,54.21421053,53.87684211,54.59157895,54.97315789,-3.102631579,-4.181052632,-4.663157895,-5.046842105,0.714736842,0.381578947,1.096315789,5.459145418
1.05.2017,128.5481818,27.6431791,24.93812274,27.1968864,-2.144212204,-4.365790303,-1.680939687,29.7873913,29.30391304,28.87782609,28.24434783,28.36913043,27.93695652,51.33391304,51.45217391,51.95913043,52.40086957,-3.106086957,-4.015217391,-4.280869565,-4.56826087,0.506956522,0.44173913,0.948695652,7.441174275
1.06.2017,130.3409091,32.49850868,30.46099493,27.82944856,3.951235953,1.905085839,-0.78555144,28.54727273,28.55590909,28.615,29.26909091,29.27681818,28.40545455,47.65272727,47.66227273,48.22772727,48.99045455,-1.995,-2.657727273,-2.989090909,-4.058636364,0.565454545,0.762727273,1.328181818,-3.303718324
1.07.2017,134.7705,33.16754795,32.87570022,31.46489652,6.042309855,5.517128791,3.621086996,27.1252381,27.35857143,27.84380952,29.19714286,28.9152381,28.29952381,49.25333333,48.92333333,49.44285714,50.16714286,-1.526666667,-2.61,-3.374761905,-4.38047619,0.51952381,0.724285714,1.243809524,-5.287774738
1.08.2017,136.4434783,25.50692393,29.44396932,30.49421681,-0.5948152,2.686143233,3.035521158,26.10173913,26.75782609,27.45869565,28.44521739,27.74434783,26.88652174,51.92782609,51.88173913,51.73391304,51.9726087,-1.432173913,-2.806521739,-3.78173913,-4.954782609,-0.147826087,0.238695652,0.090869565,-6.756586865
1.09.2017,137.0926316,19.24997094,22.43730364,26.4330131,-4.879076679,-2.294124931,-0.113177376,24.12904762,24.73142857,26.54619048,26.94428571,26.20714286,25.33857143,55.55761905,55.26904762,54.9247619,54.83285714,-1.690952381,-2.957619048,-3.915238095,-4.551904762,-0.344285714,-0.091904762,-0.436190476,-3.499649573
1.10.2017,140.5036364,23.79900844,21.80116576,22.89450599,0.881735713,-2.515197876,-2.232312192,22.91727273,24.31636364,25.12681818,25.94045455,25.69045455,24.97818182,57.53636364,57.475,56.96727273,56.56181818,-2.140454545,-3.606363636,-4.299090909,-4.821818182,-0.507727273,-0.405454545,-0.913181818,-8.811678571
1.11.2017,130.9509524,22.63499777,23.1659268,22.10460379,-0.761820412,-0.307709564,-1.390850755,23.39681818,23.47363636,23.49545455,23.80909091,23.41454545,22.93818182,62.83636364,62.76590909,62.26636364,61.67363636,-2.161363636,-3.191363636,-4.007272727,-5.14,-0.499545455,-0.592727273,-1.092272727,-1.871625877
1.12.2017,133.568,20.6116088,21.7744241,22.56061205,1.3266088,2.2524241,2.46111205,19.285,19.522,20.0995,21.7935,21.998,21.675,64.0235,63.927,63.1225,62.4855,-2.232,-3.053,-3.56,-4.596,-0.8045,-0.637,-1.4415,-7.475089373
1.01.2018,126.8195238,18.51870658,19.74471685,20.76074848,0.357797489,1.172444123,1.563930298,18.16090909,18.57227273,19.19681818,20.84590909,21.04954545,20.70863636,68.99272727,68.97954545,68.17545455,67.15681818,-1.185,-1.732727273,-2.167272727,-3.565454545,-0.804090909,-1.018636364,-1.822727273,4.895544558
1.02.2018,132.4642105,20.59357623,19.60735982,19.99921231,-2.00592377,-3.33614018,-3.27378769,22.5995,22.9435,23.273,24.1355,23.963,23.6425,65.6965,65.894,65.306,64.27,-2.5405,-2.679,-2.964,-3.9785,-0.588,-1.036,-1.624,-1.57588217
1.03.2018,133.8504762,23.8707487,22.26411022,21.1339525,0.215034414,-1.370175494,-3.083666548,23.65571429,23.63428571,24.21761905,24.70619048,24.8447619,24.73571429,66.74,66.50571429,65.81619048,64.76095238,-0.851428571,-1.346190476,-1.943809524,-3.466190476,-0.68952381,-1.055238095,-1.744761905,-7.493529083
1.04.2018,126.4757143,29.17139509,26.72179958,24.7997564,4.559966519,1.806085294,0.017851638,24.61142857,24.91571429,24.78190476,24.89428571,25.66142857,25.68428571,71.93333333,71.52904762,70.3752381,68.92380952,0.467619048,-0.424285714,-1.126190476,-2.9,-1.153809524,-1.451428571,-2.605238095,-6.721266837
1.05.2018,132.8754545,29.56978913,29.32450065,27.61881576,3.966310869,4.067109346,2.727511412,25.60347826,25.2573913,24.89130435,25.18869565,25.78,25.48826087,76.93434783,76.90130435,76.33,74.99130435,-0.305217391,-0.379130435,-0.884347826,-2.900869565,-0.571304348,-1.338695652,-1.91,1.481644741
1.06.2018,137.6495238,29.39582633,29.50537541,29.36665309,4.221064425,4.897756362,4.701414995,25.1747619,24.60761905,24.6652381,25.61238095,26.27904762,25.91380952,75.80285714,75.85333333,75.22857143,74.31047619,-1.446666667,-1.394761905,-1.415238095,-2.854285714,-0.624761905,-0.918095238,-1.542857143,0.759798177
1.07.2018,144.067619,32.00592495,30.74095056,30.41616415,6.797288586,5.494132378,4.914345968,25.20863636,25.24681818,25.50181818,26.00909091,25.95318182,25.52863636,75.22909091,75.18772727,75.19909091,74.72727273,-1.154545455,-0.943636364,-1.091818182,-2.535909091,0.011363636,-0.471818182,-0.460454545,1.84843324
1.08.2018,145.2386957,24.31924551,28.84134397,28.92426147,0.374897684,4.378735274,4.221217992,23.94434783,24.4626087,24.70304348,25.62130435,25.62478261,25.44086957,73.85130435,73.70391304,74.06086957,73.7773913,-1.394347826,-1.317826087,-1.655217391,-2.93826087,0.356956522,-0.283478261,0.073478261,-6.9455347
1.09.2018,144.8684211,21.19642962,22.5704827,26.4962793,-3.22857038,-1.8365173,1.6117793,24.425,24.407,24.8845,24.899,24.711,24.6825,79.163,78.8445,78.0565,77.272,-0.3135,-0.762,-1.2645,-2.712,-0.788,-0.7845,-1.5725,-2.02634497
1.10.2018,128.3547826,21.54249755,21.45899912,22.34643298,-3.607937233,-3.903174793,-2.957045281,25.15043478,25.36217391,25.30347826,24.82130435,24.41217391,24.00521739,80.78347826,80.94478261,80.4373913,79.9226087,-0.638695652,-0.999130435,-1.448695652,-2.775217391,-0.507391304,-0.514782609,-1.022173913,19.86595248
1.11.2018,118.5847619,34.42743577,28.89869285,26.68848738,-4.533927866,-8.343125332,-9.331967165,38.96136364,37.24181818,36.02045455,33.80318182,31.94909091,30.93818182,66.22863636,66.71090909,67.06227273,67.40863636,-6.159090909,-5.714545455,-5.483181818,-5.043181818,0.351363636,0.346363636,0.697727273,13.02762478
1.12.2018,118.91,47.28568066,40.89002096,35.65934389,3.48868066,0.17402096,-3.38415611,43.797,40.716,39.0435,35.9665,32.9115,31.29,58.139,57.92,58.3635,58.9105,-6.256,-6.1515,-5.6115,-4.457,0.4435,0.547,0.9905,-3.574131763
1.01.2019,122.3257143,45.66055488,46.32901738,42.14374199,9.001463971,10.37674465,6.190560172,36.65909091,35.95227273,35.95318182,35.22272727,32.61636364,30.70227273,60.25454545,59.87318182,60.11318182,60.38954545,-3.245909091,-3.183636364,-3.579090909,-3.423181818,0.24,0.276363636,0.516363636,-6.629490816
1.02.2019,126.0605263,25.19231913,37.1347437,40.64407387,-2.31818087,8.1617437,10.97757387,27.5105,28.973,29.6665,30.5915,29.473,28.4245,64.3845,64.2245,64.202,63.932,-2.0725,-2.634,-3.3675,-3.6755,-0.0225,-0.27,-0.2925,-3.899490925
1.03.2019,124.3042857,22.72918038,24.24484025,33.25599625,-3.047010096,-2.498969274,5.342186726,25.77619048,26.74380952,27.91380952,28.66619048,28.15857143,26.90285714,66.9447619,66.9152381,66.56619048,66.16571429,-3.192857143,-3.958095238,-4.527142857,-4.738571429,-0.349047619,-0.40047619,-0.74952381,-6.52233752
1.04.2019,126.1038095,22.59989477,22.79730155,23.81313423,0.007513818,-0.747936545,0.00361042,22.59238095,23.5452381,23.80952381,23.81047619,24.21809524,23.61857143,71.45666667,71.41857143,70.4552381,69.38619048,-2.135238095,-3.23047619,-3.950952381,-4.367142857,-0.963333333,-1.069047619,-2.032380952,1.503999774
1.05.2019,117.8509091,29.73373268,26.63298116,25.41540758,1.902863115,-2.167888405,-3.388070681,27.83086957,28.80086957,28.80347826,28.54304348,27.98608696,27.1773913,70.39,70.66434783,68.9026087,67.48913043,-3.678695652,-4.40826087,-4.805652174,-4.826521739,-1.76173913,-1.413478261,-3.175217391,10.76124218
1.06.2019,115.385,37.00213069,33.58077277,30.46209607,-0.01886931,-2.73372723,-5.07190393,37.021,36.3145,35.534,33.821,32.677,31.1905,63.2085,62.935,61.4745,60.758,-4.695,-5.009,-5.0925,-5.1625,-1.4605,-0.7165,-2.177,-1.746563692
1.07.2019,123.0809524,31.99938924,34.28837839,32.94180463,3.24765011,5.287508825,3.814848108,28.75173913,29.00086957,29.12695652,29.67652174,28.85130435,27.69086957,64.32217391,64.27478261,63.60782609,62.82565217,-2.25826087,-3.703913043,-4.143043478,-5.596956522,-0.666956522,-0.782173913,-1.449130435,7.318764506
1.08.2019,114.8222727,39.07643377,35.68118233,35.96557346,9.443251952,5.788909603,5.743755278,29.63318182,29.89227273,30.22181818,30.84409091,29.78545455,27.69409091,59.78272727,59.71727273,58.78136364,58.085,-3.865,-3.791818182,-4.106363636,-4.945454545,-0.935909091,-0.696363636,-1.632272727,-4.335966133
1.09.2019,118.112,48.59002208,44.39650623,40.66817814,14.45716494,10.45698242,6.622940045,34.13285714,33.93952381,34.0452381,33.46666667,31.76666667,29.29285714,62.43190476,62.27047619,60.53142857,59.32238095,0.43952381,-0.719047619,-2.154761905,-4.628571429,-1.739047619,-1.209047619,-2.948095238,4.585930682
1.10.2019,123.07,38.9440243,45.30388044,43.55164613,5.998372126,11.3473587,9.767733087,32.94565217,33.95652174,33.78391304,33.05086957,31.61956522,29.68130435,59.63347826,59.65608696,58.67695652,57.73086957,-0.140869565,-1.05173913,-2.220869565,-4.242173913,-0.979130435,-0.946086957,-1.925217391,-4.769581264
1.11.2019,126.4335,24.73444535,31.85912203,39.43501161,-4.584602269,1.992931554,9.470725896,29.31904762,29.86619048,29.96428571,29.9547619,28.85571429,27.22809524,62.54666667,62.6047619,61.04428571,59.83428571,-2.534761905,-3.572380952,-4.096190476,-4.841428571,-1.56047619,-1.21,-2.77047619,-4.207224044
1.12.2019,137.052381,21.01980278,23.04710275,28.87486888,-4.209578172,-2.537040107,2.64034507,25.22938095,25.58414286,26.23452381,26.61804762,25.63809524,24.42133333,65.23428571,65.00380952,63.28571429,61.7752381,-5.074333333,-5.219095238,-5.213285714,-5.351952381,-1.718095238,-1.51047619,-3.228571429,2.517876609
1.01.2020,131.52,26.97371044,24.22406964,24.44050213,-1.669198651,-5.033293996,-4.13749787,28.64290909,29.25736364,28.578,27.60386364,26.00763636,24.74540909,63.61227273,64.02909091,62.62136364,60.90863636,-3.549681818,-4.155545455,-4.110636364,-4.555363636,-1.407727273,-1.712727273,-3.120454545,13.35985632
1.02.2020,132.7036842,37.4259714,32.65569111,29.31043823,1.6672714,-0.36490889,-2.17991177,35.7587,33.0206,31.49035,28.6675,26.43395,24.99445,55.657,55.8595,55.72,55.678,-5.0847,-4.86025,-4.526,-4.2046,-0.1395,-0.042,-0.1815,55.31169026
1.03.2020,120.6218182,111.3160925,83.91761974,70.42535391,21.62250159,8.601892467,5.93085391,89.69359091,75.31572727,64.4945,48.00168182,41.024,36.29136364,32.01136364,34.99181818,37.73090909,40.33045455,-19.99445455,-20.03804545,-18.03359091,-12.59931818,2.739090909,2.599545455,5.338636364,55.49094502
1.04.2020,123.6047619,256.2853371,198.6677041,163.7101985,155.1593871,115.8390541,96.4306985,101.12595,82.82865,67.2795,52.10385,45.0964,40.51105,18.3785,26.2625,31.352,34.945,-24.86875,-21.97325,-16.78355,-10.2509,5.0895,3.593,8.6825,-46.90968388
1.05.2020,128.1425,246.6555908,255.8000511,218.5666701,178.0044855,197.1913143,164.4163543,68.65110526,58.60873684,54.15031579,46.69484211,42.69910526,40.01505263,29.37894737,31.89473684,33.40842105,35.46578947,-16.81089474,-15.05468421,-13.74168421,-9.582947368,1.513684211,2.057368421,3.571052632,-31.52494177
1.06.2020,133.1181818,68.55777985,182.7305248,212.7632983,18.73691621,134.6680248,166.7720256,49.82086364,48.0625,45.99127273,43.05704545,39.99304545,37.02713636,40.26681818,40.50818182,40.93227273,41.69227273,-12.88959091,-12.75672727,-12.07063636,-9.414681818,0.424090909,0.76,1.184090909,-7.12885074
1.07.2020,139.9277273,33.93352363,52.2594945,141.1751982,-4.78873724,13.26214667,102.1647199,38.72226087,38.99734783,39.01047826,39.32308696,37.91734783,36.12126087,43.24217391,43.12869565,43.58826087,44.25826087,-10.85343478,-11.54543478,-11.44291304,-11.158,0.459565217,0.67,1.129565217,-3.396227959
1.08.2020,141.1504762,21.74713011,28.06120199,42.67100952,-8.68051989,-4.20709801,8.54760952,30.42765,32.2683,34.1234,35.42945,34.63985,33.0267,44.736,44.9195,45.791,46.814,-7.19995,-8.21485,-8.7667,-9.50985,0.8715,1.023,1.8945,8.94151256
1.09.2020,132.1247619,41.15669378,33.02638267,33.60518311,4.40419378,-5.439980966,-5.428089617,36.7525,38.46636364,39.03327273,38.10759091,36.05168182,34.26640909,40.90954545,42.07045455,43.04727273,44.22454545,-10.52036364,-11.62454545,-11.50154545,-9.513545455,0.976818182,1.177272727,2.154090909,1.967838243
1.10.2020,123.7790909,40.63308216,41.36369985,36.19020461,-1.662774983,-1.117204912,-4.779700152,42.29585714,42.48090476,40.96990476,39.97052381,37.82814286,35.77138095,40.11238095,41.64619048,42.47809524,43.41809524,-13.21019048,-14.19933333,-12.93190476,-11.002,0.831904762,0.94,1.771904762,-6.23354337
1.11.2020,131.382,45.5033277,43.23907781,42.95922275,3.68485151,3.051315905,3.082127512,41.81847619,40.1877619,39.87709524,38.01509524,35.59966667,33.65314286,42.69238095,43.49761905,43.94428571,44.59238095,-13.12652381,-12.45266667,-12.34219048,-10.15328571,0.446666667,0.648095238,1.094761905,-15.90020335
1.12.2020,140.725,27.85347673,37.83200362,38.89992884,-5.883285175,3.10847981,3.673976459,33.7367619,34.72352381,35.22595238,35.097,33.7202381,32.15352381,50.05,50.08333333,50.11285714,49.97952381,-7.199142857,-8.892571429,-9.548238095,-9.581190476,0.02952381,-0.133333333,-0.103809524,-9.019312305
1.01.2021,141.8747368,28.86148737,28.38530086,35.15937355,-3.92941263,-4.55779914,2.88452355,32.7909,32.9431,32.27485,32.0673,30.9763,30.0977,54.774,55.1175,54.867,54.107,-7.35225,-8.60315,-8.8536,-9.1626,-0.2505,-0.76,-1.0105,-12.83685188
1.02.2021,139.0921053,21.59422338,25.49183626,26.64574259,-10.37792662,-5.32801374,-3.87070741,31.97215,30.81985,30.51645,29.6241,28.57205,27.60905,62.2765,61.769,60.7115,59.2465,-5.77515,-6.7624,-7.7138,-7.62845,-1.0575,-1.465,-2.5225,-4.776283059
1.03.2021,141.2847826,39.78504061,32.48667208,31.29157209,3.879995155,-2.719782465,-3.212609728,35.90504545,35.20645455,34.50418182,32.97772727,32.14331818,30.80381818,65.32318182,65.89409091,64.86545455,63.29545455,-5.831772727,-5.853590909,-6.041772727,-5.848636364,-1.028636364,-1.57,-2.598636364,0.832282326
1.04.2021,138.4771429,44.80766515,43.85723426,37.92750011,11.8755475,10.52541073,4.960911875,32.93211765,33.33182353,32.96658824,32.53570588,31.50517647,30.35358824,64.78176471,65.06117647,64.17352941,63.01470588,-5.986235294,-6.094411765,-5.902647059,-6.222294118,-0.887647059,-1.158823529,-2.046470588,-5.630888944
1.05.2021,143.5915,26.15056112,38.35500328,38.84239426,-6.923649406,5.581582227,5.883288997,33.07421053,32.77342105,32.95910526,32.82010526,31.89352632,30.16236842,68.53421053,68.18631579,67.56631579,66.26789474,-5.408368421,-5.781210526,-6.229684211,-6.756210526,-0.62,-1.298421053,-1.918421053,-6.537169491
1.06.2021,156.3740909,20.73422439,23.86935389,33.55287064,-8.304093792,-5.576737019,4.004825185,29.03831818,29.44609091,29.54804545,29.78740909,29.08718182,28.15772727,73.16409091,73.14409091,71.87863636,70.17863636,-4.969227273,-5.066318182,-4.476045455,-5.863363636,-1.265454545,-1.7,-2.965454545,-2.699305236
1.07.2021,154.2157143,28.11220896,25.22806156,25.59641574,-2.661563767,-5.426302076,-5.370766078,30.77377273,30.65436364,30.96718182,30.69227273,29.51177273,28.44477273,75.16590909,74.23909091,72.70909091,70.72,-5.985409091,-5.626772727,-5.760681818,-6.473318182,-1.53,-1.989090909,-3.519090909,6.249768988
1.08.2021,154.5531818,37.23598095,33.68447995,29.97905388,4.04903095,0.61632995,-2.95704612,33.18695,33.06815,32.9361,31.9303,30.53415,29.2865,70.612,70.4265,69.351,67.946,-6.30195,-6.8624,-7.334,-7.6622,-1.0755,-1.405,-2.4805,-6.206421121
1.09.2021,148.177619,29.92037242,33.82702606,32.74992585,-0.241760913,2.82602606,1.272259183,30.16213333,31.001,31.47766667,31.74273333,31.07933333,30.4286,75.13333333,75.28133333,73.83466667,72.072,-3.251133333,-4.475866667,-5.193866667,-6.549266667,-1.446666667,-1.762666667,-3.209333333,-10.60384453
1.11.2021,150.550003,27.68844591,24.95318618,26.87609303,-10.44200864,-13.32149564,-11.68127061,38.13045455,38.27468182,38.55736364,38.66836364,37.65277273,36.16859091,81.05,81.47727273,79.60227273,77.47136364,-7.568409091,-7.426636364,-8.059,-8.672909091,-1.875,-2.130909091,-4.005909091,9.83091928
1.12.2021,154.380005,51.10523757,42.09955565,36.46178239,6.470296394,-2.463679644,-7.883629375,44.63494118,44.56323529,44.34541176,43.39529412,41.14417647,38.87941176,73.46117647,73.42529412,72.85882353,71.83764706,-13.20258824,-14.67141176,-14.24158824,-13.27188235,-0.566470588,-1.021176471,-1.587647059,-16.75520844
1.01.2022,131.440002,31.07916462,42.32490244,38.85191134,-6.85508538,3.83280244,-0.00308866,37.93425,38.4921,38.855,39.1544,38.19535,37.00295,86.861,85.2305,83.6345,81.3815,-3.08025,-4.2056,-4.6925,-8.0299,-1.596,-2.253,-3.849,-11.39711529
1.02.2022,137.360001,29.13065317,30.47026091,39.00284768,-15.11308367,-13.10047593,-3.975994425,44.24373684,43.57073684,42.97884211,41.41984211,39.92710526,37.70826316,97.34684211,93.83052632,90.04842105,86.75263158,-0.314894737,-1.250052632,-3.009315789,-5.684631579,-3.782105263,-3.295789474,-7.077894737,-18.34195592
1.03.2022,140.729996,74.09583717,56.74471679,49.90757075,5.265291715,-6.365646846,-8.237065614,68.83054545,63.11036364,58.14463636,49.70381818,44.42936364,40.72418182,116.9445455,112.2395455,105.6181818,98.60454545,9.697545455,8.678909091,6.626363636,3.167045455,-6.621363636,-7.013636364,-13.635,11.17928182
1.04.2022,136.690002,66.51759718,72.0659914,61.25352149,13.31943929,20.57857035,11.04973202,53.19815789,51.48742105,50.20378947,45.34305263,41.12526316,38.34694737,104.5752632,105.5373684,103.5610526,99.80210526,3.638052632,3.512263158,3.120157895,1.553578947,-1.976315789,-3.758947368,-5.735263158,-8.046410958
1.05.2022,119.099998,52.9009554,61.15003733,66.10831286,2.525050638,10.06579923,15.37988429,50.37590476,51.0842381,50.72842857,47.50314286,44.1482381,41.28009524,113.337619,111.4414286,107.0795238,101.54,-0.423714286,0.195142857,0.216571429,-0.857333333,-4.361904762,-5.53952381,-9.901428571,-7.320809159
1.06.2022,119.940002,33.38148747,44.35372006,53.5585734,-13.22801253,-2.301002162,7.003795622,46.6095,46.65472222,46.55477778,45.35111111,42.69155556,40.75727778,121.9461111,117.5755556,111.4466667,105.4183333,-0.955666667,-1.552277778,-2.048666667,-3.748944444,-6.128888889,-6.028333333,-12.15722222,-7.320809159
,,,,218.5666701,,,,,,,,,,,,,,,,,,,,,
